iter	Logloss
147	0.4010423246
148	0.4006765511
149	0.4002700652
150	0.3996005101
151	0.3991012663
152	0.3985235673
153	0.3981369185
154	0.3975472872
155	0.397117731
156	0.3965992192
157	0.3960344357
158	0.3955577279
159	0.3949718307
160	0.39460551
161	0.3939612996
162	0.3935518591
163	0.3931642289
164	0.3928386173
165	0.3922759193
166	0.3918310402
167	0.3913803937
168	0.3910199685
169	0.3906339096
170	0.3903969833
171	0.3897513271
172	0.3891155461
173	0.3888161939
174	0.3882386192
175	0.3877904543
176	0.3872123318
177	0.3866541353
178	0.3862533197
179	0.3858414403
180	0.3855454792
181	0.3850487937
182	0.3848473079
183	0.3844273333
184	0.3840958736
185	0.3839495009
186	0.3834923868
187	0.3831668518
188	0.3829677423
189	0.3827656595
190	0.3824048921
191	0.3819789664
192	0.3817089504
193	0.3811620367
194	0.380736132
195	0.3804925654
196	0.3798478559
197	0.3794314961
198	0.3789147063
199	0.3784439914
200	0.3780478419
201	0.3779920545
202	0.3777043806
203	0.3775478878
204	0.3771664851
205	0.3769152414
206	0.3764459522
207	0.3761461876
208	0.3757354199
209	0.3753586633
210	0.375142639
211	0.3748039315
212	0.3746100389
213	0.374154358
214	0.3739363346
215	0.3735414265
216	0.3730883063
217	0.3728012529
218	0.3725560083
219	0.3722326913
220	0.371926934
221	0.371626781
222	0.3713811842
223	0.3710436126
224	0.3706253641
225	0.3705602646
226	0.3701446082
227	0.3698490789
228	0.3697446996
229	0.3695204867
230	0.3694074185
231	0.3691491167
232	0.3689334331
233	0.3686903986
234	0.3684907474
235	0.3683967328
236	0.3679778174
237	0.3678422094
238	0.3675769229
239	0.3673894863
240	0.3671477017
241	0.3669241322
242	0.3665999039
243	0.3662735519
244	0.3660262713
245	0.365735904
246	0.3656607807
247	0.3654263031
248	0.3652503504
249	0.3650896578
250	0.3648279702
251	0.3646427616
252	0.3644604847
253	0.3641992539
254	0.3639715793
255	0.3636413262
256	0.3633517916
257	0.3631925886
258	0.3630609195
259	0.3628373782
260	0.3625556314
261	0.3623990682
262	0.361987696
263	0.3617065526
264	0.3613899181
265	0.3611242059
266	0.3607853681
267	0.3606392453
268	0.3603882466
269	0.3602425585
270	0.3600176501
271	0.3596355485
272	0.3593748129
273	0.3589721874
274	0.3587574994
275	0.3585242793
276	0.3580573921
277	0.3576690628
278	0.3574165761
279	0.3572311466
280	0.3568949927
281	0.3566234349
282	0.3564416183
283	0.3561663105
284	0.3558512802
285	0.355624009
286	0.3553815942
287	0.3553673425
288	0.3551802051
289	0.3549402216
290	0.3547432622
291	0.3545894741
292	0.3544340655
293	0.354161272
294	0.3540564886
295	0.3538057676
296	0.3536935935
297	0.353520662
298	0.3532510069
299	0.3530947915
300	0.3529616145
301	0.3527821076
302	0.3525920251
303	0.3523374161
304	0.352187769
305	0.3520413789
306	0.3519202657
307	0.3516281874
308	0.3513841017
309	0.351246453
310	0.3508612082
311	0.3506970429
312	0.350427121
313	0.3502427258
314	0.3500765786
315	0.3497510111
316	0.3496051207
317	0.3493501995
318	0.3491368204
319	0.3488664476
320	0.34867446
321	0.3484760464
322	0.348173149
323	0.347739411
324	0.3475642559
325	0.3473922868
326	0.3470996171
327	0.3469568518
328	0.3468546345
329	0.3467521016
330	0.3464868126
331	0.346319992
332	0.3461967447
333	0.3459676027
334	0.345644666
335	0.345599031
336	0.3454898757
337	0.3452281873
338	0.344984661
339	0.3448652079
340	0.3445303283
341	0.3442362203
342	0.3440696374
343	0.3438866957
344	0.3437246065
345	0.3435042079
346	0.3433399492
347	0.3431922256
348	0.3431849212
349	0.3429558452
350	0.3428430183
351	0.3426536943
352	0.3424291845
353	0.3423131105
354	0.3421590322
355	0.3418841085
356	0.3417117693
357	0.3415103693
358	0.3413496336
359	0.3412504359
360	0.3410533792
361	0.3408296657
362	0.3407046751
363	0.3404289804
364	0.3401476198
365	0.3400663837
366	0.3399194307
367	0.3397490333
368	0.3394438371
369	0.3393886771
370	0.3392714871
371	0.339042999
372	0.3388396949
373	0.3385969207
374	0.3384158826
375	0.3383536644
376	0.3382633215
377	0.3380769634
378	0.3380118918
379	0.337829926
380	0.3376531811
381	0.3373942891
382	0.3371247566
383	0.3370576383
384	0.3369130124
385	0.3366326446
386	0.3365562139
387	0.3363140339
388	0.3361047255
389	0.3359765518
390	0.335921846
391	0.3356948678
392	0.3356547824
393	0.3354013555
394	0.3353072082
395	0.3351928966
396	0.3350520525
397	0.3348172411
398	0.3346475726
399	0.334536791
400	0.334370846
401	0.3342543525
402	0.3341000646
403	0.3338830074
404	0.333627189
405	0.333549384
406	0.3333084079
407	0.333229719
408	0.3330137779
409	0.3328610557
410	0.3327520043
411	0.33266973
412	0.3323821432
413	0.332259719
414	0.332195015
415	0.3319303254
416	0.3318192995
417	0.3316330923
418	0.3314599042
419	0.3312363558
420	0.3310688107
421	0.3310482894
422	0.3309082847
423	0.3306869897
424	0.3305780802
425	0.3303167482
426	0.3301209339
427	0.3300914754
428	0.329815916
429	0.3295261545
430	0.3293120364
431	0.3290654058
432	0.3289622549
433	0.3287429408
434	0.3286064529
435	0.3285016652
436	0.3283750169
437	0.3282078281
438	0.327775081
439	0.3276495156
440	0.327591345
441	0.327478028
442	0.3273513047
443	0.3272439132
444	0.3270457217
445	0.3268991044
446	0.3268366248
447	0.3266804884
448	0.3265807694
449	0.3265164479
450	0.326363551
451	0.3262035148
452	0.3260928541
453	0.3259374847
454	0.325864471
455	0.3257689687
456	0.3256954982
457	0.3255553382
458	0.3254385489
459	0.3252841832
460	0.3252001596
461	0.3250637361
462	0.324875418
463	0.3246570714
464	0.3245085795
465	0.3244310367
466	0.3241115754
467	0.3240681221
468	0.3238794772
469	0.3238107299
470	0.3237817588
471	0.3235148008
472	0.3234372909
473	0.3231102901
474	0.3229253366
475	0.3228032053
476	0.3227666357
477	0.3224864253
478	0.3223548437
479	0.3222493393
480	0.3221029774
481	0.3218693425
482	0.3217854877
483	0.3215001765
484	0.3213265359
485	0.3212013655
486	0.3210828655
487	0.3209274235
488	0.3207603339
489	0.3206257144
490	0.3203878902
491	0.3203595909
492	0.3202450227
493	0.3201452626
494	0.3198993457
495	0.3196848894
496	0.3195448224
497	0.3193193104
498	0.3192653411
499	0.319197858
500	0.3190249284
501	0.3189670269
502	0.318806451
503	0.3186349543
504	0.3185703192
505	0.3182649093
506	0.3179626961
507	0.3178039644
508	0.3177160554
509	0.3176004105
510	0.3174447912
511	0.3173017451
512	0.3170853898
513	0.3170103817
514	0.3168426026
515	0.3167427278
516	0.3166590187
517	0.316437476
518	0.3161793351
519	0.3160440114
520	0.3159468115
521	0.3157939756
522	0.3156515767
523	0.3155712009
524	0.3154589478
525	0.3153175687
526	0.3151695107
527	0.3150641723
528	0.314929092
529	0.3149185563
530	0.3148543434
531	0.3147490691
532	0.3146294026
533	0.314406239
534	0.3143780093
535	0.3143663998
536	0.3143518845
537	0.3142340305
538	0.3140604119
539	0.3139482304
540	0.3138518079
541	0.3137326863
542	0.3136658299
543	0.3135408202
544	0.3133895647
545	0.3131571288
546	0.3130975872
547	0.3130218561
548	0.3128549416
549	0.312827183
550	0.3127841442
551	0.3126072904
552	0.3125933389
553	0.3124738455
554	0.312247219
555	0.3121311047
556	0.3119818647
557	0.3118322755
558	0.31171243
559	0.3116216716
560	0.3114242933
561	0.3113121537
562	0.3112275972
563	0.3111253921
564	0.3108297887
565	0.3107637271
566	0.3106998316
567	0.310694796
568	0.3105805293
569	0.3104208448
570	0.3101356234
571	0.3100632962
572	0.309957134
573	0.3098529184
574	0.3097751437
575	0.3096825978
576	0.3096471124
577	0.3093772978
578	0.3093243337
579	0.3091128266
580	0.3090724785
581	0.3090621059
582	0.3089782112
583	0.3087326069
584	0.3085249326
585	0.3083290373
586	0.3081652069
587	0.3080528586
588	0.3078894011
589	0.3078328857
590	0.3077534738
591	0.3076198737
592	0.3074797424
593	0.3073924868
594	0.3073800426
595	0.3073480938
596	0.3072310939
597	0.3070381193
598	0.3068380069
599	0.3065721677
600	0.3065070904
601	0.3062064572
602	0.3061989995
603	0.3060819832
604	0.3059694154
605	0.3058436621
606	0.3057277982
607	0.3056186955
608	0.3054542819
609	0.3053488346
610	0.3052301356
611	0.305017071
612	0.3049449639
613	0.3048193799
614	0.304746428
615	0.304495536
616	0.3043458582
617	0.3042206493
618	0.3041527041
619	0.3040033877
620	0.3037932759
621	0.3036853117
622	0.3036378655
623	0.3034929545
624	0.3033803297
625	0.3032597249
626	0.3030822398
627	0.3029346631
628	0.3029100981
629	0.3028577499
630	0.3027720845
631	0.3025380466
632	0.302436878
633	0.3023949376
634	0.3021689403
635	0.3018804585
636	0.3017486593
637	0.3015196668
638	0.3014626252
639	0.3011884109
640	0.3011662831
641	0.3010384133
642	0.3009497249
643	0.3009448697
644	0.3006807314
645	0.3005554768
646	0.3004862102
647	0.3004524046
648	0.3002959027
649	0.30015594
650	0.3001278643
651	0.3001075138
652	0.3001005102
653	0.2999072525
654	0.2998730393
655	0.2997182209
656	0.2995870055
657	0.2995349762
658	0.2994070233
659	0.2993244552
660	0.2992387702
661	0.2991012124
662	0.2988716737
663	0.2988268667
664	0.2987338119
665	0.2985731189
666	0.29839007
667	0.2982695353
668	0.2982037935
669	0.2979840602
670	0.2977704701
671	0.2976880748
672	0.2975433812
673	0.2973233686
674	0.2971567778
675	0.2970410607
676	0.2968322453
677	0.2966961486
678	0.2966035771
679	0.2964609279
680	0.2962832043
681	0.2962418904
682	0.2961796471
683	0.2961653158
684	0.2960873661
685	0.2959920305
686	0.2959280626
687	0.2957389409
688	0.2955371842
689	0.2954527462
690	0.2953401464
691	0.2952463591
692	0.2951242147
693	0.2950367959
694	0.29477177
695	0.2947003913
696	0.2945388923
697	0.2944184868
698	0.2943303067
699	0.2942354428
700	0.294227667
701	0.2941394303
702	0.2939257872
703	0.2936292611
704	0.2934283471
705	0.293332167
706	0.2932567461
707	0.2929926765
708	0.2927918047
709	0.2926259287
710	0.292521735
711	0.2924561211
712	0.2923364704
713	0.2922973362
714	0.2921712483
715	0.2920714461
716	0.291971394
717	0.291818705
718	0.2917286422
719	0.2916231704
720	0.2914702685
721	0.2913535571
722	0.2912172708
723	0.2911377809
724	0.2910040791
725	0.2908971571
726	0.290798334
727	0.2906506371
728	0.2904337435
729	0.2903130734
730	0.2901456973
731	0.2900824287
732	0.2899344444
733	0.2899127588
734	0.2898914104
735	0.2898130852
736	0.2896709413
737	0.2896130554
738	0.2894244915
739	0.2892758706
740	0.2891088084
741	0.2890778982
742	0.2888272006
743	0.2886497658
744	0.2885275308
745	0.2884333138
746	0.2883229336
747	0.2882842215
748	0.2880934551
749	0.2879076738
750	0.2878940755
751	0.2877303956
752	0.2875697832
753	0.2873865492
754	0.2873022742
755	0.2871092206
756	0.2869711056
757	0.2868558534
758	0.2865730656
759	0.2863916253
760	0.2862047328
761	0.2860773032
762	0.2858959292
763	0.2857410344
764	0.2854742513
765	0.285319181
766	0.2851861114
767	0.2848783676
768	0.2847248685
769	0.2847172471
770	0.2844253708
771	0.284407387
772	0.2843751668
773	0.2843492195
774	0.284225641
775	0.2841305115
776	0.28399648
777	0.2839581906
778	0.2839005666
779	0.2837174578
780	0.2835687802
781	0.283440445
782	0.2833498342
783	0.2832486192
784	0.2831524175
785	0.2830503924
786	0.2828054425
787	0.2826637267
788	0.2826352891
789	0.2825023625
790	0.2822061601
791	0.2821958029
792	0.2820110265
793	0.2819352886
794	0.2817310585
795	0.2816735607
796	0.281479622
797	0.2814077017
798	0.2813626627
799	0.2813051264
800	0.281119746
801	0.2809789796
802	0.2809405288
803	0.2808072858
804	0.2805254981
805	0.2804714637
806	0.2803156562
807	0.2802413929
808	0.2801205469
809	0.280018846
810	0.2798640343
811	0.279834697
812	0.2797948944
813	0.2797305264
814	0.2795936605
815	0.2795832678
816	0.2795758728
817	0.2793938802
818	0.2793315697
819	0.2792712363
820	0.2790324904
821	0.2789735034
822	0.2788832252
823	0.2787995756
824	0.278749214
825	0.2786987533
826	0.2784951173
827	0.2782688239
828	0.2781131435
829	0.2780287303
830	0.2779845612
831	0.2777485021
832	0.2777081078
833	0.2775245719
834	0.2772994067
835	0.2772701156
836	0.2772598612
837	0.2771559383
838	0.2769455935
839	0.2767577645
840	0.2767181793
841	0.2766617278
842	0.2765415157
843	0.2765058424
844	0.2762471106
845	0.2761752682
846	0.2761423459
847	0.2761323043
848	0.2759818989
849	0.2759291039
850	0.2758238556
851	0.275656307
852	0.2755307835
853	0.275436892
854	0.275266933
855	0.2751939363
856	0.2750855918
857	0.2750474706
858	0.2749585465
859	0.2748560941
860	0.2747973572
861	0.2746362056
862	0.274416616
863	0.2742101576
864	0.2741179134
865	0.2739974332
866	0.2739539937
867	0.2737970693
868	0.2736381165
869	0.273544756
870	0.2735121059
871	0.2734898023
872	0.2731875432
873	0.2731544738
874	0.2730891805
875	0.2730855328
876	0.2729874452
877	0.272980723
878	0.2729174102
879	0.2727974533
880	0.2727338401
881	0.2726377153
882	0.2724604531
883	0.2724000934
884	0.2721153838
885	0.2719981709
886	0.2717776213
887	0.2716568586
888	0.2714483824
889	0.2713125833
890	0.2712571828
891	0.2711222976
892	0.271039086
893	0.2709875637
894	0.270812178
895	0.2705372231
896	0.2704165364
897	0.2703940929
898	0.2703134526
899	0.2702914386
900	0.2701153926
901	0.2700401774
902	0.269945968
903	0.2698896207
904	0.269781342
905	0.2697589607
906	0.2696517644
907	0.2695647011
908	0.2692998345
909	0.2692375535
910	0.2691842083
911	0.2691224704
912	0.269045169
913	0.2690127035
914	0.2689738712
915	0.2689113897
916	0.2688975145
917	0.268808213
918	0.2686531147
919	0.2683969663
920	0.2683415367
921	0.2681845366
922	0.2681275644
923	0.2680432978
924	0.2678157066
925	0.2675888655
926	0.2673912156
927	0.2673170166
928	0.2670635597
929	0.2669330785
930	0.266747313
931	0.2665292547
932	0.266381721
933	0.2661490712
934	0.2661299115
935	0.2659211367
936	0.2659087022
937	0.2656883336
938	0.26554011
939	0.2653504339
940	0.2653124456
941	0.2652004335
942	0.2649578669
943	0.2649056271
944	0.2647542645
945	0.2645972134
946	0.2643407315
947	0.2640995402
948	0.2638644276
949	0.263854543
950	0.2636924676
951	0.2634894805
952	0.2634653478
953	0.2633668552
954	0.2633427965
955	0.2632702475
956	0.2630959015
957	0.2630477669
958	0.2630112949
959	0.2629546082
960	0.2628469369
961	0.262768878
962	0.2625815506
963	0.262475873
964	0.2622104568
965	0.2622058821
966	0.2621680902
967	0.2620589664
968	0.2619249327
969	0.2618476608
970	0.2616930257
971	0.2615364888
972	0.2612979147
973	0.2610787539
974	0.2609714941
975	0.2607475266
976	0.2605885166
977	0.2603930228
978	0.2602594432
979	0.2602278001
980	0.2600911355
981	0.2598509242
982	0.2597119833
983	0.2594651451
984	0.2594457829
985	0.2594393086
986	0.2593818287
987	0.2592333504
988	0.2591979523
989	0.2589239819
990	0.2587418243
991	0.2587276395
992	0.2586641216
993	0.2586470349
994	0.2585538302
995	0.2583187437
996	0.2582744508
997	0.258257998
998	0.2582104564
999	0.2580072102
